0,-0.015
0.002,-0.055
0.004,-0.04
0.006,0.04
0.008,0.045
0.01,0.075
0.012,0.14
0.014,0.09
0.016,0.03
0.018,-0.045
0.02,-0.075
0.022,-0.14
0.024,-0.035
0.026,0.02
0.028,0.1
0.03,0.07
0.032,0.15
0.034,0.105
0.036,0
0.038,-0.07
0.04,-0.01
0.042,-0.085
0.044,-0.05
0.046,0.005
0.048,0.09
0.05,0.105
0.052,0.14
0.054,0.08
0.056,0.025
0.058,-0.015
0.06,-0.03
0.062,-0.04
0.064,-0.025
0.066,-0.015
0.068,0.055
0.07,0.06
0.072,0.15
0.074,0.105
0.076,0.04
0.078,0
0.08,0.045
0.082,0.005
0.084,-0.005
0.086,0.015
0.088,0.065
0.09,0.075
0.092,0.18
0.094,0.05
0.096,0.005
0.098,-0.045
0.1,-0.03
0.102,-0.04
0.104,-0.035
0.106,0.045
0.108,0.02
0.11,0.035
0.112,0.115
0.114,0.075
0.116,-0.005
0.118,-0.04
0.12,0.01
0.122,-0.03
0.124,-0.015
0.126,0.045
0.128,0.06
0.13,0.12
0.132,0.135
0.134,0.07
0.136,-0.035
0.138,-0.005
0.14,-0.05
0.142,-0.075
0.144,-0.05
0.146,0.005
0.148,0.055
0.15,0.075
0.152,0.065
0.154,-0.01
0.156,-0.03
0.158,0.005
0.16,-0.05
0.162,-0.04
0.164,-0.01
0.166,0.045
0.168,0.085
0.17,0.08
0.172,0.095
0.174,0.055
0.176,-0.005
0.178,-0.035
0.18,-0.01
0.182,-0.065
0.184,-0.06
0.186,0.075
0.188,0.105
0.19,0.135
0.192,0.14
0.194,0.08
0.196,-0.025
0.198,-0.01
0.2,0.01
0.202,-0.075
0.204,0.04
0.206,0.075
0.208,0.145
0.21,0.205
0.212,0.08
0.214,0.08
0.216,0.065
0.218,0
0.22,-0.065
0.222,-0.03
0.224,0.03
0.226,0.095
0.228,0.105
0.23,0.12
0.232,0.1
0.234,0.015
0.236,0.01
0.238,-0.02
0.24,-0.065
0.242,-0.01
0.244,0.005
0.246,0.055
0.248,0.06
0.25,0.085
0.252,0.07
0.254,-0.015
0.256,-0.055
0.258,-0.08
0.26,-0.135
0.262,-0.04
0.264,-0.045
0.266,0.015
0.268,0.045
0.27,0.08
0.272,0.045
0.274,-0.015
0.276,0
0.278,-0.04
0.28,-0.095
0.282,-0.08
0.284,0.01
0.286,0.085
0.288,0.09
0.29,0.09
0.292,0.06
0.294,-0.06
0.296,-0.085
0.298,-0.065
0.3,-0.14
0.302,-0.05
0.304,-0.07
0.306,0.02
0.308,0.015
0.31,0.015
0.312,-0.025
0.314,-0.045
0.316,-0.065
0.318,-0.04
0.32,-0.07
0.322,0.095
0.324,0.25
0.326,0.33
0.328,0.37
0.33,0.475
0.332,0.49
0.334,0.44
0.336,0.345
0.338,0.235
0.34,0.1
0.342,0.095
0.344,0.11
0.346,-0.03
0.348,-0.045
0.35,-0.135
0.352,-0.17
0.354,-0.23
0.356,-0.235
0.358,-0.295
0.36,-0.295
0.362,-0.22
0.364,-0.165
0.366,-0.1
0.368,-0.1
0.37,-0.025
0.372,-0.035
0.374,-0.08
0.376,-0.11
0.378,-0.14
0.38,-0.105
0.382,-0.04
0.384,-0.025
0.386,-0.01
0.388,0.005
0.39,0.015
0.392,0.035
0.394,0.01
0.396,-0.06
0.398,-0.075
0.4,-0.1
0.402,0.01
0.404,0.005
0.406,0.04
0.408,0.035
0.41,0.04
0.412,0.025
0.414,-0.045
0.416,-0.095
0.418,-0.055
0.42,-0.045
0.422,-0.045
0.424,0.01
0.426,0.045
0.428,0.06
0.43,0.095
0.432,0.045
0.434,0
0.436,-0.015
0.438,-0.06
0.44,-0.035
0.442,-0.025
0.444,0.005
0.446,0.03
0.448,0.045
0.45,0.03
0.452,0.035
0.454,-0.015
0.456,-0.035
0.458,-0.09
0.46,-0.035
0.462,0.03
0.464,0.025
0.466,0.08
0.468,0.13
0.47,0.095
0.472,0.065
0.474,0.02
0.476,-0.025
0.478,-0.05
0.48,-0.035
0.482,-0.025
0.484,0.01
0.486,0.06
0.488,0.14
0.49,0.14
0.492,0.13
0.494,0.025
0.496,-0.045
0.498,-0.05
0.5,-0.075
0.502,0.01
0.504,0.095
0.506,0.135
0.508,0.125
0.51,0.14
0.512,0.055
0.514,0.03
0.516,-0.035
0.518,-0.025
0.52,0.025
0.522,0.09
0.524,0.105
0.526,0.09
0.528,0.135
0.53,0.2
0.532,0.15
0.534,0.085
0.536,0.095
0.538,0.025
0.54,0.055
0.542,0.14
0.544,0.205
0.546,0.22
0.548,0.3
0.55,0.215
0.552,0.165
0.554,0.115
0.556,0.09
0.558,0.105
0.56,0.185
0.562,0.215
0.564,0.265
0.566,0.215
0.568,0.3
0.57,0.24
0.572,0.205
0.574,0.19
0.576,0.145
0.578,0.13
0.58,0.17
0.582,0.2
0.584,0.255
0.586,0.215
0.588,0.285
0.59,0.24
0.592,0.18
0.594,0.13
0.596,0.115
0.598,0.09
0.6,0.105
0.602,0.075
0.604,0.145
0.606,0.24
0.608,0.215
0.61,0.17
0.612,0.085
0.614,0.045
0.616,0.025
0.618,-0.045
0.62,-0.02
0.622,0.035
0.624,0.1
0.626,0.055
0.628,0.13
0.63,0.045
0.632,-0.025
0.634,-0.08
0.636,-0.125
0.638,-0.105
0.64,-0.045
0.642,0.05
0.644,0.065
0.646,0.015
0.648,0
0.65,-0.005
0.652,-0.03
0.654,-0.09
0.656,-0.12
0.658,-0.155
0.66,-0.13
0.662,-0.045
0.664,0.03
0.666,-0.005
0.668,0.02
0.67,0.01
0.672,-0.04
0.674,-0.09
0.676,-0.065
0.678,-0.12
0.68,-0.1
0.682,-0.06
0.684,-0.035
0.686,-0.02
0.688,0.03
0.69,-0.01
0.692,-0.03
0.694,-0.04
0.696,-0.095
0.698,-0.12
0.7,-0.09
0.702,-0.045
0.704,0.05
0.706,0.025
0.708,0.03
0.71,-0.045
0.712,-0.045
0.714,-0.065
0.716,-0.09
0.718,-0.11
0.72,-0.035
0.722,-0.02
0.724,-0.02
0.726,0.035
0.728,0.055
0.73,-0.025
0.732,-0.065
0.734,-0.065
0.736,-0.08
0.738,-0.14
0.74,-0.12
0.742,-0.04
0.744,0
0.746,-0.015
0.748,0.02
0.75,-0.025
0.752,-0.035
0.754,-0.075
0.756,-0.075
0.758,-0.105
0.76,-0.05
0.762,-0.02
0.764,0.02
0.766,0.05
0.768,0.01
0.77,0.01
0.772,-0.025
0.774,-0.055
0.776,-0.155
0.778,-0.08
0.78,-0.035
0.782,-0.015
0.784,0.05
0.786,0.05
0.788,-0.005
0.79,-0.015
0.792,-0.03
0.794,-0.11
0.796,-0.1
0.798,-0.07
0.8,-0.05
0.802,-0.015
0.804,0.025
0.806,0.05
0.808,0.05
0.81,-0.01
0.812,-0.045
0.814,-0.06
0.816,-0.13
0.818,-0.135
0.82,-0.07
0.822,0.015
0.824,0.015
0.826,0.07
0.828,-0.03
0.83,-0.05
0.832,-0.015
0.834,-0.055
0.836,-0.11
0.838,-0.1
0.84,-0.095
0.842,-0.015
0.844,0.015
0.846,0.06
0.848,0.03
0.85,-0.045
0.852,-0.095
0.854,-0.105
0.856,-0.065
0.858,-0.07
0.86,-0.035
0.862,0.03
0.864,0.045
0.866,0.045
0.868,0.01
0.87,-0.005
0.872,-0.065
0.874,-0.12
0.876,-0.135
0.878,-0.12
0.88,-0.05
0.882,-0.035
0.884,-0.05
0.886,0.01
0.888,0.05
0.89,0
0.892,-0.045
0.894,-0.055
0.896,-0.12
0.898,-0.12
0.9,-0.09
0.902,-0.01
0.904,-0.015
0.906,0.005
0.908,-0.03
0.91,-0.03
0.912,-0.105
0.914,-0.1
0.916,-0.115
0.918,-0.12
0.92,-0.02
0.922,0.025
0.924,0.05
0.926,0.06
0.928,0
0.93,-0.025
0.932,-0.09
0.934,-0.095
0.936,-0.09
0.938,-0.09
0.94,-0.06
0.942,0.065
0.944,0.04
0.946,0.02
0.948,0.05
0.95,-0.04
0.952,-0.045
0.954,-0.11
0.956,-0.09
0.958,-0.035
0.96,-0.03
0.962,0.035
0.964,0.04
0.966,0.04
0.968,0.025
0.97,0.005
0.972,-0.085
0.974,-0.06
0.976,-0.095
0.978,-0.045
0.98,-0.04
0.982,0.005
0.984,0.05
0.986,0.09
0.988,-0.015
0.99,-0.08
0.992,-0.085
0.994,-0.075
0.996,-0.1
0.998,-0.045
1,-0.015
1.002,-0.01
1.004,0.025
1.006,0.02
1.008,-0.025
1.01,-0.065
1.012,-0.12
1.014,-0.09
1.016,-0.13
1.018,-0.135
1.02,-0.055
1.022,-0.02
1.024,-0.02
1.026,0.02
1.028,-0.03
1.03,-0.085
1.032,-0.125
1.034,-0.085
1.036,-0.14
1.038,-0.12
1.04,-0.03
1.042,0.005
1.044,-0.05
1.046,-0.02
1.048,-0.035
1.05,-0.07
1.052,-0.065
1.054,-0.205
1.056,-0.225
1.058,-0.145
1.06,-0.05
1.062,0.005
1.064,-0.035
1.066,-0.065
1.068,-0.085
1.07,-0.125
1.072,-0.145
1.074,-0.15
1.076,-0.13
1.078,-0.065
1.08,0.01
1.082,0.105
1.084,0.26
1.086,0.31
1.088,0.345
1.09,0.4
1.092,0.38
1.094,0.38
1.096,0.33
1.098,0.26
1.1,0.15
1.102,0.06
1.104,0.06
1.106,0.04
1.108,-0.15
1.11,-0.255
1.112,-0.42
1.114,-0.505
1.116,-0.415
1.118,-0.325
1.12,-0.22
1.122,-0.19
1.124,-0.205
1.126,-0.205
1.128,-0.195
1.13,-0.255
1.132,-0.255
1.134,-0.2
1.136,-0.15
1.138,-0.09
1.14,-0.075
1.142,-0.02
1.144,0.02
1.146,-0.04
1.148,-0.135
1.15,-0.15
1.152,-0.115
1.154,-0.14
1.156,-0.125
1.158,-0.03
1.16,-0.015
1.162,-0.06
1.164,0.03
1.166,-0.005
1.168,-0.095
1.17,-0.11
1.172,-0.16
1.174,-0.155
1.176,-0.115
1.178,-0.03
1.18,-0.025
1.182,0.005
1.184,0.075
1.186,-0.005
1.188,-0.06
1.19,-0.075
1.192,-0.11
1.194,-0.165
1.196,-0.12
1.198,-0.085
1.2,0.01
1.202,0.025
1.204,0.035
1.206,0.01
1.208,-0.08
1.21,-0.14
1.212,-0.07
1.214,-0.17
1.216,-0.07
1.218,-0.045
1.22,-0.015
1.222,0.02
1.224,0.035
1.226,-0.01
1.228,-0.085
1.23,-0.07
1.232,-0.05
1.234,-0.09
1.236,-0.035
1.238,-0.025
1.24,-0.015
1.242,-0.02
1.244,0.03
1.246,0.015
1.248,-0.02
1.25,-0.035
1.252,-0.11
1.254,-0.135
1.256,0.005
1.258,0.025
1.26,-0.015
1.262,-0.02
1.264,0.02
1.266,0.02
1.268,-0.035
1.27,-0.09
1.272,-0.04
1.274,-0.09
1.276,-0.085
1.278,0.025
1.28,0.07
1.282,0.04
1.284,0.07
1.286,0.035
1.288,0.005
1.29,-0.005
1.292,-0.04
1.294,-0.015
1.296,0.015
1.298,0.065
1.3,0.08
1.302,0.12
1.304,0.13
1.306,0.07
1.308,0.03
1.31,0.005
1.312,0.04
1.314,0.01
1.316,0.085
1.318,0.105
1.32,0.16
1.322,0.165
1.324,0.19
1.326,0.155
1.328,0.035
1.33,0.02
1.332,0.075
1.334,0.09
1.336,0.095
1.338,0.18
1.34,0.235
1.342,0.22
1.344,0.215
1.346,0.095
1.348,0.045
1.35,0.065
1.352,0.085
1.354,0.06
1.356,0.105
1.358,0.075
1.36,0.145
1.362,0.14
1.364,0.135
1.366,0.025
1.368,-0.025
1.37,-0.115
1.372,-0.035
1.374,-0.115
1.376,-0.075
1.378,-0.04
1.38,0.02
1.382,0.03
1.384,0.025
1.386,-0.065
1.388,-0.115
1.39,-0.13
1.392,-0.16
1.394,-0.195
1.396,-0.14
1.398,-0.085
1.4,-0.06
1.402,0.035
1.404,-0.015
1.406,-0.085
1.408,-0.135
1.41,-0.18
1.412,-0.205
1.414,-0.25
1.416,-0.17
1.418,-0.08
1.42,-0.065
1.422,-0.065
1.424,-0.095
1.426,-0.16
1.428,-0.185
1.43,-0.2
1.432,-0.26
1.434,-0.175
1.436,-0.11
1.438,-0.095
1.44,-0.08
1.442,-0.04
1.444,-0.08
1.446,-0.14
1.448,-0.165
1.45,-0.245
1.452,-0.25
1.454,-0.225
1.456,-0.175
1.458,-0.135
1.46,-0.115
1.462,-0.09
1.464,-0.115
1.466,-0.18
1.468,-0.155
1.47,-0.15
1.472,-0.215
1.474,-0.195
1.476,-0.115
1.478,-0.07
1.48,-0.1
1.482,-0.095
1.484,-0.105
1.486,-0.155
1.488,-0.22
1.49,-0.21
1.492,-0.275
1.494,-0.24
1.496,-0.13
1.498,-0.095
1.5,-0.11
1.502,-0.095
1.504,-0.155
1.506,-0.17
1.508,-0.21
1.51,-0.2
1.512,-0.225
1.514,-0.2
1.516,-0.115
1.518,-0.11
1.52,-0.11
1.522,-0.095
1.524,-0.14
1.526,-0.14
1.528,-0.185
1.53,-0.215
1.532,-0.25
1.534,-0.23
1.536,-0.13
1.538,-0.085
